key,doi,title,year,journal,primary_pillar,best_method,confidence,all_pillars,methods_present,cited_by_reviews,rule_hits
synthesis and applications of ionic liquids derived from natural sugars c chiappe a marra a mele top. curr. chem 295 2010,,Synthesis and applications of ionic liquids derived from natural sugars,2010.0,Top. Curr. Chem,Media & Microenvironment,paper_only,1.0,Media & Microenvironment,paper_only,02_Sheldon_2018_ChemRev,P4:\bionic liquids?\b|\bILs?\b|\bdeep eutectic\b|\bDES\b|\bsupercritical CO2\b|\bscCO2\b
"synthesis of (1r,3r)-1-amino-3-methylcyclohexane by an enzyme cascade reaction l skalden c peters l ratz u t bornscheuer tetrahedron 72 2016",,"Synthesis of (1R,3R)-1-Amino-3-methylcyclohexane by an Enzyme Cascade Reaction",2016.0,Tetrahedron,Biocatalyst Formats & Cellular Context,section_priority,1.0,Biocatalyst Formats & Cellular Context,section_priority,17_Schrittwieser_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b
"synthesis of (2r,5r)-and (2r,5s)-pityol through enzyme-triggered ring closure a steinreiber k edegger s f mayer k faber diastereo-convergent enantio-and tetrahedron: asymmetry 12 2001",,"Synthesis of (2R,5R)-and (2R,5S)-Pityol through Enzyme-Triggered Ring Closure",2001.0,Tetrahedron: Asymmetry,Cascade & Route Design,section_only,1.0,Cascade & Route Design,section_only,17_Schrittwieser_2018_ChemRev,
"synthesis of 3-arylated 3,4-dihydrocoumarins: combining continuous flow hydrogenation with laccase-catalysed oxidation s suljic j pietruszka adv. synth. catal 356 2014",,"Synthesis of 3-Arylated 3,4-Dihydrocoumarins: Combining Continuous Flow Hydrogenation with Laccase-Catalysed Oxidation",2014.0,Adv. Synth. Catal,Cofactor & Energy Management,section_priority,1.0,Cofactor & Energy Management,section_priority,17_Schrittwieser_2018_ChemRev,P8:\bflow\b|\bcontinuous\b|\bCSTR\b|\bPFR\b|\bplug[- ]flow\b|\bpacked[- ]bed\b|\bPBR\b|\bcolumn reactor\b
"synthesis of 9-oxononanoic acid, a precursor for biopolymers k b otte m kirtz b m nestl b hauer chemsuschem 6 2013",,"Synthesis of 9-Oxononanoic Acid, a Precursor for Biopolymers",2013.0,ChemSusChem,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,17_Schrittwieser_2018_ChemRev,
synthesis of carbohydrates in a continuous flow reactor by immobilized phosphatase and aldolase l babich a f hartog l j c van hemert f p j t rutjes r wever chemsuschem 5 2012,,Synthesis of carbohydrates in a continuous flow reactor by immobilized phosphatase and aldolase,2012.0,ChemSusChem,Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,02_Sheldon_2018_ChemRev;17_Schrittwieser_2018_ChemRev,P5:\bimmobiliz\w*|\breus(e|ability)\b; P8:\bflow\b|\bcontinuous\b|\bCSTR\b|\bPFR\b|\bplug[- ]flow\b|\bpacked[- ]bed\b|\bPBR\b|\bcolumn reactor\b; P9:\baldolase\b|\bDERA\b|\bFSA\b|\bHNL\b|\bThDP\b|\btransketolase\b|\bTK\b|\bPAL\b|\baldoxime dehydratase\b|\bCAR\b
"synthesis of d-and l-phenylalanine derivatives by phenylalanine ammonia lyases: a multienzymatic cascade process f parmeggiani s l lovelock n j weise s t ahmed n j turner angew. chem., int. ed 54 2015",,Synthesis of D-and L-Phenylalanine Derivatives by Phenylalanine Ammonia Lyases: A Multienzymatic Cascade Process,2015.0,"Angew. Chem., Int. Ed",Cofactor & Energy Management,section_priority,1.0,Cofactor & Energy Management,section_priority,17_Schrittwieser_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b
synthesis of enantiomerically enriched dimers of vinylphenols by tandem action of laccases and lipases p gavezzotti c navarra s caufin b danieli p magrone d monti s riva adv. synth. catal 353 2011,,Synthesis of Enantiomerically Enriched Dimers of Vinylphenols by Tandem Action of Laccases and Lipases,2011.0,Adv. Synth. Catal,Biocatalyst Formats & Cellular Context,section_priority,1.0,Biocatalyst Formats & Cellular Context,section_priority,17_Schrittwieser_2018_ChemRev,P7:\bone[- ]pot\b|\btandem\b|\bchemo[- ]?enzymatic\b|\bchemoenzymatic\b
synthesis of enantiomerically pure (s)-mandelic acid using an oxynitrilase-nitrilase bienzymatic cascade: a nitrilase surprisingly shows nitrile hydratase activity c mateo a chmura s rustler f van rantwijk a stolz r a sheldon tetrahedron: asymmetry 17 2006,,Synthesis of enantiomerically pure (S)-mandelic acid using an oxynitrilase-nitrilase bienzymatic cascade: a nitrilase surprisingly shows nitrile hydratase activity,2006.0,Tetrahedron: Asymmetry,Cascade & Route Design,paper_only,0.591,Cascade & Route Design,paper_only,02_Sheldon_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b; P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
synthesis of enantiomerically pure glycidol via a fully enantioselective lipase-catalyzed resolution j m palomo r l segura c mateo m terreni j m guisan r fernández-lafuente tetrahedron: asymmetry 16 2005,,Synthesis of enantiomerically pure glycidol via a fully enantioselective lipase-catalyzed resolution,2005.0,Tetrahedron: Asymmetry,Immobilization & Materials,section_priority,1.0,Immobilization & Materials,section_priority,14_Mateo_2007_BiotechnolAdv,P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
synthesis of enantiomerically pure ring-substituted l-pyridylalanines by biocatalytic hydroamination s t ahmed f parmeggiani n j weise s l flitsch n j turner org. lett 18 2016,,Synthesis of Enantiomerically Pure Ring-Substituted L-Pyridylalanines by Biocatalytic Hydroamination,2016.0,Org. Lett,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,17_Schrittwieser_2018_ChemRev,
synthesis of l-proline from the racemate by coupling of enzymatic enantiospecific oxidation and chemical non-enantiospecific reduction j w huh k yokoigawa n esaki k soda j. ferment. bioeng 74 1992,,Synthesis of L-Proline from the Racemate by Coupling of Enzymatic Enantiospecific Oxidation and Chemical Non-Enantiospecific Reduction,1992.0,J. Ferment. Bioeng,"Reactors, Flow & In-Line Operations",section_only,1.0,"Reactors, Flow & In-Line Operations",section_only,17_Schrittwieser_2018_ChemRev,
"synthesis of robalzotan, ebalzotan, and rotigotine precursors via the stereoselective multienzymatic cascade reduction of α,β-unsaturated aldehydes e brenna f g gatti l malpezzi d monti f parmeggiani a sacchetti j. org. chem 78 2013",,"Synthesis of Robalzotan, Ebalzotan, and Rotigotine Precursors via the Stereoselective Multienzymatic Cascade Reduction of α,β-Unsaturated Aldehydes",2013.0,J. Org. Chem,Biocatalyst Formats & Cellular Context,section_priority,1.0,Biocatalyst Formats & Cellular Context,section_priority,17_Schrittwieser_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b
synthesis of the beta3-adrenergic receptor agonist solabegron and analogous n-(2-ethylamino)-beta-amino alcohols from o-acylated cyanohydrins -expanding the scope of minor enantiomer recycling r hertzberg g santiago c moberg j. org. chem 80 2015,,Synthesis of the beta3-Adrenergic Receptor Agonist Solabegron and Analogous N-(2-Ethylamino)-beta-Amino Alcohols from O-Acylated Cyanohydrins -Expanding the Scope of Minor Enantiomer Recycling,2015.0,J. Org. Chem,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,17_Schrittwieser_2018_ChemRev,
synthetic biology for the directed evolution of protein biocatalysts: navigating sequence space intelligently a currin n swainston p j day d b kell chem. soc. rev 44 2015,,Synthetic biology for the directed evolution of protein biocatalysts: navigating sequence space intelligently,2015.0,Chem. Soc. Rev,Design & Engineering,paper_only,1.0,Design & Engineering,paper_only,02_Sheldon_2018_ChemRev,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b
synthetic cascades are enabled by combining biocatalysts with artificial metalloenzymes v koḧler y m wilson m durrenberger d ghislieri e churakova t quinto l knorr d haüssinger f hollmann n j turner nat. chem 5 2013,,Synthetic Cascades are Enabled by Combining Biocatalysts with Artificial Metalloenzymes,2013.0,Nat. Chem,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,17_Schrittwieser_2018_ChemRev,
synthetic enzyme cascades for valuable diols and amino alcohols: smart composition and optimization strategies t sehl j kulig r westphal d rother industrial biocatalysis p grunwald pan stanford publishing pte. ltd 2014,,Synthetic enzyme cascades for valuable diols and amino alcohols: smart composition and optimization strategies,,Industrial Biocatalysis,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,18_Wachtmeister_2016_CurrOpinBiotechnol,
synthetic protein scaffolds provide modular control over metabolic flux j e dueber nature biotechnol 27 2009,,Synthetic protein scaffolds provide modular control over metabolic flux,2009.0,Nature Biotechnol,Discovery & Sourcing of Biocatalysts,paper_priority,1.0,Discovery & Sourcing of Biocatalysts,paper_priority,01_Bornscheuer_2012_Nature,P1:\bmetagenome[- ]assembled genomes?\b|\bMAGs?\b|\bbinn?ing\b|\bcontigs?\b|\bscaffolds?\b|\bassembly\b
"systematic methodology for the development of biocatalytic hydrogen-borrowing cascades: application to the synthesis of chiral α-substituted carboxylic acids from α-substituted α,β-unsaturated aldehydes t knaus f g mutti l d humphreys n j turner n s scrutton org. biomol. chem 13 2015",,"Systematic Methodology for the Development of Biocatalytic Hydrogen-Borrowing Cascades: Application to the Synthesis of Chiral α-Substituted Carboxylic Acids from α-Substituted α,β-Unsaturated Aldehydes",2015.0,Org. Biomol. Chem,Reaction Space & Enzyme Portfolios,section_priority,1.0,Reaction Space & Enzyme Portfolios,section_priority,17_Schrittwieser_2018_ChemRev,P6:\belectro(enzym\w*|chemical)\b|\bphotoenzym\w*\b|\bphotoredox\b|\bhydrogen[- ]borrowing\b
systems biocatalysis: an artificial metabolism for interconversion of functional groups d tessaro l pollegioni l piubelli p d'arrigo s servi acs catal 5 2015,,Systems Biocatalysis: An Artificial Metabolism for Interconversion of Functional Groups,2015.0,ACS Catal,Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,17_Schrittwieser_2018_ChemRev,
systems biocatalysis: development and engineering of cell-free 'artificial metabolisms' for preparative multienzymatic synthesis w.-d fessner new biotechnol 32 2015,,Systems Biocatalysis: Development and Engineering of Cell-free 'Artificial Metabolisms' for Preparative Multienzymatic Synthesis,2015.0,New Biotechnol,Biocatalyst Formats & Cellular Context,paper_only,1.0,Biocatalyst Formats & Cellular Context,paper_only,02_Sheldon_2018_ChemRev,P3:\bcell[- ]free\b|\blysate\b|\bCFE\b|\bsurface display\b|\bdisplay on (cells?|yeast|phage)\b
systems metabolic engineering of microorganisms for natural and non-natural chemicals j w lee na d park j m lee j choi s lee sy nat chem biol 8 2012,,Systems metabolic engineering of microorganisms for natural and non-natural chemicals,2012.0,Nat Chem Biol,Biocatalyst Formats & Cellular Context,section_only,1.0,Biocatalyst Formats & Cellular Context,section_only,19_Lin_2017_MicrobCellFact,
systems strategies for developing industrial microbial strains s y lee kim hu nat biotechnol 33 2015,,Systems strategies for developing industrial microbial strains,2015.0,Nat Biotechnol,"Sustainability, Metrics & Industrialization",paper_priority,1.0,"Sustainability, Metrics & Industrialization",paper_priority,19_Lin_2017_MicrobCellFact,P10:\bindustrial\b|\bscale[- ]?up\b|\bGMP\b|\bICH\b|\bQbD\b|\bHAZOP\b|\bTRL\b|\bprocess validation\b
t bayer s milker t wiesinger f rudroff m d mihovilovic adv. synth. catal 357 2015,,Adv. Synth. Catal,2015.0,Adv. Synth. Catal,Design & Engineering,section_only,1.0,Design & Engineering,section_only,10_Yi_2021_ChemSocRev,
t buryska m vasina f gielen p vanacek l van vliet j jezek z pilat p zemanek j damborsky f hollfelder z prokop anal. chem 91 2019,,Anal. Chem,2019.0,Anal. Chem,Design & Engineering,section_only,1.0,Design & Engineering,section_only,10_Yi_2021_ChemSocRev,
t johannes m r simurdiak h zhao biocatalysis encyclopedia of chemical processing 2006,,Encyclopedia of chemical processing,2006.0,Encyclopedia of chemical processing,Cascade & Route Design,section_only,1.0,Cascade & Route Design,section_only,19_Lin_2017_MicrobCellFact,
"t purkarthofer k gruber m gruber-khadjawi k waich w skranc d mink h griengl angew. chem., int. ed 45 2006",,"Angew. Chem., Int. Ed",2006.0,"Angew. Chem., Int. Ed",Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,11_Hanefeld_2022_ChemSocRev,
"t saravanan s junker m kickstein s hein m k link j ranglack s witt m lorilliere l hecquet w d fessner angew. chem., int. ed 56 2017",,"Angew. Chem., Int. Ed",2017.0,"Angew. Chem., Int. Ed",Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,11_Hanefeld_2022_ChemSocRev,
t snoek e k chaberski f ambri s kol s p bjørn b pang j f barajas d h welner m k jensen j d keasling nucleic acids res 3 2019,,Nucleic Acids Res,2019.0,Nucleic Acids Res,Design & Engineering,section_only,1.0,Design & Engineering,section_only,10_Yi_2021_ChemSocRev,
t.-i tsai c.-y wu c.-h wong n in glycoscience ; medicine; taniguchi t endo g w hart seeberger biology p h wong c.-h 2015 springer japan; tokyo,,Biology,2015.0,Biology,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,17_Schrittwieser_2018_ChemRev,
tandem concurrent processes: one-pot single-catalyst biohydrogen transfer for the simultaneous preparation of enantiopure secondary alcohols f r bisogno i lavandera w kroutil v gotor j. org. chem 74 2009,,Tandem Concurrent Processes: One-Pot Single-Catalyst Biohydrogen Transfer for the Simultaneous Preparation of Enantiopure Secondary Alcohols,2009.0,J. Org. Chem,Biocatalyst Formats & Cellular Context,section_priority,1.0,Biocatalyst Formats & Cellular Context,section_priority,17_Schrittwieser_2018_ChemRev,P7:\bone[- ]pot\b|\btandem\b|\bchemo[- ]?enzymatic\b|\bchemoenzymatic\b
technical considerations for scale-up of imine-reductase-catalyzed reductive amination: a case study a bornadel org. process. res. dev 23 2019,,Technical considerations for scale-up of imine-reductase-catalyzed reductive amination: a case study,2019.0,Org. Process. Res. Dev,"Sustainability, Metrics & Industrialization",consensus,1.0,"Sustainability, Metrics & Industrialization",consensus,03_Bell_2021_NatRevMethodsPrimers,P10:\bindustrial\b|\bscale[- ]?up\b|\bGMP\b|\bICH\b|\bQbD\b|\bHAZOP\b|\bTRL\b|\bprocess validation\b
technology update: development of a gas-phase bioprocess for isoprene-monomer production using metabolic pathway engineering g m whited f j feher d a benko m a cervin g k chotani j c mcauliffe r j laduca e a ben-shoshan k j sanford ind biotechnol 6 2010,,Technology update: development of a gas-phase bioprocess for isoprene-monomer production using metabolic pathway engineering,2010.0,Ind Biotechnol,Cascade & Route Design,section_only,1.0,Cascade & Route Design,section_only,19_Lin_2017_MicrobCellFact,
telescopic one-pot condensation-hydroamination strategy for the synthesis of optically pure l-phenylalanines from benzaldehydes f parmeggiani s t ahmed n j weise n j turner tetrahedron 72 2016,,Telescopic One-Pot Condensation-Hydroamination Strategy for the Synthesis of Optically Pure L-Phenylalanines from Benzaldehydes,2016.0,Tetrahedron,Cofactor & Energy Management,section_priority,1.0,Cofactor & Energy Management,section_priority,17_Schrittwieser_2018_ChemRev,P7:\bone[- ]pot\b|\btandem\b|\bchemo[- ]?enzymatic\b|\bchemoenzymatic\b
"the biosynthetic logic of polyketide diversity c hertweck angew. chem., int. ed 48 2009",,The Biosynthetic Logic of Polyketide Diversity,2009.0,"Angew. Chem., Int. Ed",Biocatalyst Formats & Cellular Context,section_only,0.506,Biocatalyst Formats & Cellular Context,section_only,17_Schrittwieser_2018_ChemRev,
the cellulosome  a treasure-trove for biotechnology e a bayer e morag r lamed trends biotechnol 12 1994,,The Cellulosome  A Treasure-Trove for Biotechnology,1994.0,Trends Biotechnol,Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,17_Schrittwieser_2018_ChemRev,
the challenge of predicting distal active site mutations in computational enzyme design s osuna wires comput. mol. sci 11 1502 2021,,The challenge of predicting distal active site mutations in computational enzyme design,2021.0,WIREs Comput. Mol. Sci,Design & Engineering,section_only,1.0,Design & Engineering,section_only,03_Bell_2021_NatRevMethodsPrimers,
the combi-clea approach: enzymatic cascade synthesis of enantiomerically pure (s)-mandelic acid a chmura s rustler m paravidino f van rantwijk a stolz r a sheldon tetrahedron: asymmetry 24 2013,,The combi-CLEA approach: enzymatic cascade synthesis of enantiomerically pure (S)-mandelic acid,2013.0,Tetrahedron: Asymmetry,Cascade & Route Design,paper_only,0.578,Cascade & Route Design,paper_only,02_Sheldon_2018_ChemRev,P5:\bCLEA(s)?\b|\bCLEC(s)?\b|\bsol[- ]gel\b|\bhydrogel(s)?\b|\bmesoporous\b|\bEziG\b|\bMOF(s)?\b|\bmagnetic nanoparticles?\b; P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b
the consensus concept for thermostability engineering of proteins m lehmann l pasamontes s f lassen m wyss biochim. biophys. acta-protein struct. mol. enzymol 1543 2000,,The consensus concept for thermostability engineering of proteins,2000.0,Biochim. Biophys. Acta-Protein Struct. Mol. Enzymol,Design & Engineering,consensus,1.0,Design & Engineering,consensus,09_Bommarius_2015_AnnuRevChemBiomolEng,P2:\bconsensus\b|\bancestral\b|\bDNA shuffling\b|\bSCHEMA\b|\bProSAR\b|\bdeep mutational scanning\b|\bDMS\b
the crucial role of methodology development in directed evolution of selective enzymes g qu a li c g acevedo-rocha z sun m t reetz angew. chem. int. ed 59 2020,,The crucial role of methodology development in directed evolution of selective enzymes,2020.0,Angew. Chem. Int. Ed,Design & Engineering,consensus,1.0,Design & Engineering,consensus,03_Bell_2021_NatRevMethodsPrimers,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b
the crystal and molecular structure of the rhizomucor miehei triacylglyceride lipase at 1.9 a resolution z s derewenda u derewenda j mol biol 227 1992,,The crystal and molecular structure of the Rhizomucor miehei triacylglyceride lipase at 1.9 A resolution,1992.0,J Mol Biol,Immobilization & Materials,section_priority,1.0,Immobilization & Materials,section_priority,14_Mateo_2007_BiotechnolAdv,P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
"the development and evaluation of a continuous flow process for the lipase-mediated oxidation of alkenes c wiles m j hammond p watts beilstein j. org. chem h r luckarift b s ku j s dordick j c spain silica 98 2009, 5, 27. 2007 -immobilized enzymes for multi-step synthesis in microfluidic devices biotechnol. bioeng",,The Development and Evaluation of a Continuous Flow Process for the Lipase-Mediated Oxidation of Alkenes,2007.0,Beilstein J. Org. Chem,"Reactors, Flow & In-Line Operations",paper_only,0.591,"Reactors, Flow & In-Line Operations",paper_only,17_Schrittwieser_2018_ChemRev,P8:\bflow\b|\bcontinuous\b|\bCSTR\b|\bPFR\b|\bplug[- ]flow\b|\bpacked[- ]bed\b|\bPBR\b|\bcolumn reactor\b; P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
the development of enzymes for the preparation of chemicals b hauer chimia 53 1999,,The development of enzymes for the preparation of chemicals,1999.0,Chimia,Media & Microenvironment,section_only,1.0,Media & Microenvironment,section_only,08_Schmid_2001_Nature,
the enantioselectivity of candida rugosa lipase is influenced by the particle size of the immobilising support material accurel s sabbani e hedenstrbm o nordin j mol catal b: enzym 42 2006,,The enantioselectivity of Candida rugosa lipase is influenced by the particle size of the immobilising support material Accurel,2006.0,J Mol Catal B: Enzym,Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,14_Mateo_2007_BiotechnolAdv,P5:\bcarrier\b|\bsupport\b|\bresin\b|\bbeads?\b|\bagarose\b|\bglyoxyl\b|\bepoxy\b|\bboronic\b|\baldehyde[- ]activated\b; P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
the evolution of an amine dehydrogenase biocatalyst for the asymmetric production of chiral amines m j abrahamson j w wong a s bommarius adv. synth. catal 355 2013,,The evolution of an amine dehydrogenase biocatalyst for the asymmetric production of chiral amines,2013.0,Adv. Synth. Catal,Reaction Space & Enzyme Portfolios,section_only,1.0,Reaction Space & Enzyme Portfolios,section_only,09_Bommarius_2015_AnnuRevChemBiomolEng;17_Schrittwieser_2018_ChemRev,
the evolution of life cycle assessment in pharmaceutical and chemical applicationsa perspective c jimeńez-gonzaĺez m r overcash green chem 16 2014,,The evolution of life cycle assessment in pharmaceutical and chemical applicationsa perspective,2014.0,Green Chem,"Sustainability, Metrics & Industrialization",paper_only,1.0,"Sustainability, Metrics & Industrialization",paper_only,02_Sheldon_2018_ChemRev,P10:\bLCA\b|\blife cycle assess(ment|ing)\b|\bISO 1404[04]\b|\bGWP\b|\bCO2[- ]?eq\b
the generally recognized as safe (gras) process for industrial microbial enzymes v sewalt d shanahan l gregg j la marta r carrillo ind. biotechnol 12 5 2016,,The generally recognized as safe (GRAS) process for industrial microbial enzymes,2016.0,Ind. Biotechnol,"Sustainability, Metrics & Industrialization",paper_only,1.0,"Sustainability, Metrics & Industrialization",paper_only,02_Sheldon_2018_ChemRev,P10:\bindustrial\b|\bscale[- ]?up\b|\bGMP\b|\bICH\b|\bQbD\b|\bHAZOP\b|\bTRL\b|\bprocess validation\b
the green and effective oxidation of alcohols to carboxylic acids with molecular oxygen via biocatalytic reaction j hirano k -i.; miyamoto h ohta tetrahedron lett 49 2008,,The Green and Effective Oxidation of Alcohols to Carboxylic Acids with Molecular Oxygen via Biocatalytic Reaction,2008.0,Tetrahedron Lett,Biocatalyst Formats & Cellular Context,section_only,1.0,Biocatalyst Formats & Cellular Context,section_only,17_Schrittwieser_2018_ChemRev,
the heck reaction of allylic alcohols catalyzed by palladium nanoparticles in water: chemoenzymatic synthesis of (r)-(-)-rhododendrol a boffi s cacchi p ceci r cirilli g fabrizi a prastaro s niembro a shafir a vallribera chemcatchem 3 2011,,The Heck Reaction of Allylic Alcohols Catalyzed by Palladium Nanoparticles in Water: Chemoenzymatic Synthesis of (R)-(-)-Rhododendrol,2011.0,ChemCatChem,Cofactor & Energy Management,section_priority,1.0,Cofactor & Energy Management,section_priority,17_Schrittwieser_2018_ChemRev,P7:\bone[- ]pot\b|\btandem\b|\bchemo[- ]?enzymatic\b|\bchemoenzymatic\b
the immobilization of a thermophilic beta-galactosidase on sepabeads supports promotes the reduction of product inhibition. full enzymatic hydrolysis of lactose in dairy products bcc pessela m fuentes a vian j l garcia a v carrascosa j m guisán enzyme microb technol 33 2003,,The immobilization of a thermophilic beta-galactosidase on Sepabeads supports promotes the reduction of product inhibition. Full enzymatic hydrolysis of lactose in dairy products,2003.0,Enzyme Microb Technol,Immobilization & Materials,consensus,1.0,Immobilization & Materials,consensus,14_Mateo_2007_BiotechnolAdv,P5:\bimmobiliz\w*|\breus(e|ability)\b; P5:\bAmberlite\b|\bLewatit\b|\bSepabeads?\b|\bSilica gel\b|\bSBA-15\b|\bMCM-41\b
the integration of flow reactors into synthetic organic chemistry i r baxendale j. chem. technol. biotechnol 88 2013,,The integration of flow reactors into synthetic organic chemistry,2013.0,J. Chem. Technol. Biotechnol,"Reactors, Flow & In-Line Operations",paper_only,1.0,"Reactors, Flow & In-Line Operations",paper_only,02_Sheldon_2018_ChemRev,P8:\bflow\b|\bcontinuous\b|\bCSTR\b|\bPFR\b|\bplug[- ]flow\b|\bpacked[- ]bed\b|\bPBR\b|\bcolumn reactor\b
"the lesser ""burden borne"" by o-succinylbenzoate synthase: an ""easy"" reaction involving a carboxylate carbon acid e a taylor drj palmer j a gerlt j. am. chem. soc 123 2001",,"The lesser ""burden borne"" by o-succinylbenzoate synthase: an ""easy"" reaction involving a carboxylate carbon acid",2001.0,J. Am. Chem. Soc,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,09_Bommarius_2015_AnnuRevChemBiomolEng,
the natural products atlas: an open access knowledge base for microbial natural products discovery j a van santen acs cent. sci 5 2019,,The natural products atlas: an open access knowledge base for microbial natural products discovery,2019.0,ACS Cent. Sci,Discovery & Sourcing of Biocatalysts,section_only,1.0,Discovery & Sourcing of Biocatalysts,section_only,03_Bell_2021_NatRevMethodsPrimers,
the presence of methanol exerts a strong and complex modulation of the synthesis of different antibiotics by immobilized penicillin g acylase r fernández-lafuente c m rosell j m guisán enzyme microb technol 23 1998,,The presence of methanol exerts a strong and complex modulation of the synthesis of different antibiotics by immobilized penicillin G acylase,1998.0,Enzyme Microb Technol,Immobilization & Materials,consensus,1.0,Immobilization & Materials,consensus,14_Mateo_2007_BiotechnolAdv,P5:\bimmobiliz\w*|\breus(e|ability)\b
the principles of enzyme stabilisation. i. increase in thermostability of enzymes covalently bound to a complementary surface of a polymer support in a multi-point fashion k martinek a m klibanov v s goldmacher i v berezin biochim biophys acta 485 1977,,The principles of enzyme stabilisation. I. Increase in thermostability of enzymes covalently bound to a complementary surface of a polymer support in a multi-point fashion,1977.0,Biochim Biophys Acta,Immobilization & Materials,consensus,1.0,Immobilization & Materials,consensus,14_Mateo_2007_BiotechnolAdv,P5:\bcarrier\b|\bsupport\b|\bresin\b|\bbeads?\b|\bagarose\b|\bglyoxyl\b|\bepoxy\b|\bboronic\b|\baldehyde[- ]activated\b
the protein environment drives selectivity for sulfide oxidation by an artificial metalloenzyme p rousselot-pailley chembiochem 10 545 2009,,The protein environment drives selectivity for sulfide oxidation by an artificial metalloenzyme,2009.0,ChemBioChem,Design & Engineering,section_priority,1.0,Design & Engineering,section_priority,07_Turner_2009_NatChemBiol,P9:\bcarbene transfer\b|\bnitrene transfer\b|\bartificial metalloenzyme\b|\bengineered heme\b
the stereoselective production of both 2-butanol enantiomers is achieved under solvent-free conditions using two oxidoreductases. a continuous reactor setup enables space-time-yields up to 2278 g l à1 d à 1,,The stereoselective production of both 2-butanol enantiomers is achieved under solvent-free conditions using two oxidoreductases. A continuous reactor setup enables space-time-yields up to 2278 g,,L À1 d À,"Reactors, Flow & In-Line Operations",paper_only,1.0,"Reactors, Flow & In-Line Operations",paper_only,18_Wachtmeister_2016_CurrOpinBiotechnol,P8:\bflow\b|\bcontinuous\b|\bCSTR\b|\bPFR\b|\bplug[- ]flow\b|\bpacked[- ]bed\b|\bPBR\b|\bcolumn reactor\b
the structure of monoamine oxidase from aspergillus niger provides a molecular context for improvements in activity obtained by directed evolution k e atkin j. mol. biol 384 2008,,The structure of monoamine oxidase from Aspergillus niger provides a molecular context for improvements in activity obtained by directed evolution,2008.0,J. Mol. Biol,Design & Engineering,consensus,0.95,Design & Engineering,consensus,07_Turner_2009_NatChemBiol,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b; P9:\btransaminase\b|\baminotransferase\b|\bω-?TA\b|\bIRED\b|\bRedAm\b|\bAmDH\b|\bMAO\b|\bmonoamine oxidase\b
the structure of monoamine oxidase from aspergillus niger provides a molecular context for improvements in activity obtained by directed evolution k e atkin r reiss v koehler k r bailey s hart j. mol. biol 384 2008,,The structure of monoamine oxidase from Aspergillus niger provides a molecular context for improvements in activity obtained by directed evolution,2008.0,J. Mol. Biol,Cofactor & Energy Management,section_priority,1.0,Cofactor & Energy Management,section_priority,09_Bommarius_2015_AnnuRevChemBiomolEng,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b; P9:\btransaminase\b|\baminotransferase\b|\bω-?TA\b|\bIRED\b|\bRedAm\b|\bAmDH\b|\bMAO\b|\bmonoamine oxidase\b
