key,pillar_num,pillar,method,confidence,doi,title,year,raw_citation,cited_by_reviews,authors,journal
10.1021/j150512a005,8,"Reactors, Flow & In-Line Operations",section_only,1.0,10.1021/j150512a005,Conformation Changes of Proteins,1954.0,Conformation Changes of Proteins Rufus Lumry Henry Eyring 10.1021/j150512a005 The Journal of Physical Chemistry J. Phys. Chem. 0022-3654 1541-5740 58 2 1954 American Chemical Society (ACS),09_Bommarius_2015_AnnuRevChemBiomolEng,"['Rufus Lumry', 'Henry Eyring']",The Journal of Physical Chemistry
10.1007/bf02543502,8,"Reactors, Flow & In-Line Operations",paper_only,0.697,10.1007/bf02543502,Lipase‐catalyzed interesterification of oils and fats,1983.0,Lipase‐catalyzed interesterification of oils and fats A R Macrae 10.1007/bf02543502 Journal of the American Oil Chemists' Society J Americ Oil Chem Soc 0003-021X 1558-9331 60 2Part1 1983 Wiley,12_Carrea_2000_ACIE,['A. R. Macrae'],Journal of the American Oil Chemists' Society
studies on cell-free metabolism: ethanol production by a yeast glycolytic system reconstituted from purified enzymes p welch r k scopes j. biotechnol 2 1985,8,"Reactors, Flow & In-Line Operations",section_only,1.0,,Studies on Cell-Free Metabolism: Ethanol Production by a Yeast Glycolytic System Reconstituted from Purified Enzymes,1985.0,Studies on Cell-Free Metabolism: Ethanol Production by a Yeast Glycolytic System Reconstituted from Purified Enzymes P Welch R K Scopes J. Biotechnol 2 1985,17_Schrittwieser_2018_ChemRev,[],J. Biotechnol
10.1007/bf00258398,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1007/bf00258398,Continuous (R)-mandelic acid production in an enzyme membrane reactor,1989.0,Continuous (R)-mandelic acid production in an enzyme membrane reactor D J Vasič-Racki M Jonas C Wandrey W Hummel M R Kula 10.1007/bf00258398 Applied Microbiology and Biotechnology Appl Microbiol Biotechnol 0175-7598 1432-0614 31 3 1989 Springer Science and Business Media LLC,17_Schrittwieser_2018_ChemRev,"['Dj. Vasič-Racki', 'M. R. Kula']",Applied Microbiology and Biotechnology
10.1016/0167-7799(90)90133-i,8,"Reactors, Flow & In-Line Operations",section_only,1.0,10.1016/0167-7799(90)90133-i,Bioconversions of aliphatic compounds byPseudomonas oleovorans in multiphase bioreactors: background and economic potential,1990.0,Bioconversions of aliphatic compounds byPseudomonas oleovorans in multiphase bioreactors: background and economic potential B Witholt M Desmet J Kingma J Vanbeilen M Kok R Lageveen G Eggink 10.1016/0167-7799(90)90133-i Trends in Biotechnology Trends in Biotechnology 0167-7799 8 1990 Elsevier BV,08_Schmid_2001_Nature,"['B WITHOLT', 'G EGGINK']",Trends in Biotechnology
"enzymatic conversion of racemic methionine to the l-enantiomer n nakajima n esaki k soda j. chem. soc., chem. commun 1990",8,"Reactors, Flow & In-Line Operations",section_only,1.0,,Enzymatic Conversion of Racemic Methionine to the L-Enantiomer,1990.0,"Enzymatic Conversion of Racemic Methionine to the L-Enantiomer N Nakajima N Esaki K Soda J. Chem. Soc., Chem. Commun 1990",17_Schrittwieser_2018_ChemRev,[],"J. Chem. Soc., Chem. Commun"
"enzymatic 2-step synthesis of n-acetylneuraminic acid in the enzyme membrane reactor u kragl d gygax o ghisalba c wandrey angew. chem., int. ed. engl 30 1991",8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Enzymatic 2-Step Synthesis of N-Acetylneuraminic Acid in the Enzyme Membrane Reactor,1991.0,"Enzymatic 2-Step Synthesis of N-Acetylneuraminic Acid in the Enzyme Membrane Reactor U Kragl D Gygax O Ghisalba C Wandrey Angew. Chem., Int. Ed. Engl 30 1991",17_Schrittwieser_2018_ChemRev,[],"Angew. Chem., Int. Ed. Engl"
lipase-catalyzed kinetic resolution with in situ racemization: one-pot synthesis of optically active cyanohydrin acetates from aldehydes m inagaki j hiratake t nishioka j i oda j. am. chem. soc 113 1991,8,"Reactors, Flow & In-Line Operations",union_strong,1.0,,Lipase-Catalyzed Kinetic Resolution with in Situ Racemization: One-Pot Synthesis of Optically Active Cyanohydrin Acetates from Aldehydes,1991.0,Lipase-Catalyzed Kinetic Resolution with in Situ Racemization: One-Pot Synthesis of Optically Active Cyanohydrin Acetates from Aldehydes M Inagaki J Hiratake T Nishioka J I Oda J. Am. Chem. Soc 113 1991,17_Schrittwieser_2018_ChemRev,[],J. Am. Chem. Soc
"artificial metabolisms"" for the asymmetric one-pot synthesis of branched-chain saccharides w.-d fessner c walter angew. chem., int. ed. engl 31 1992",8,"Reactors, Flow & In-Line Operations",section_only,1.0,,"Artificial Metabolisms"" for the Asymmetric One-Pot Synthesis of Branched-Chain Saccharides",1992.0,"Artificial Metabolisms"" for the Asymmetric One-Pot Synthesis of Branched-Chain Saccharides W.-D Fessner C Walter Angew. Chem., Int. Ed. Engl 31 1992",17_Schrittwieser_2018_ChemRev,[],"Angew. Chem., Int. Ed. Engl"
synthesis of l-proline from the racemate by coupling of enzymatic enantiospecific oxidation and chemical non-enantiospecific reduction j w huh k yokoigawa n esaki k soda j. ferment. bioeng 74 1992,8,"Reactors, Flow & In-Line Operations",section_only,1.0,,Synthesis of L-Proline from the Racemate by Coupling of Enzymatic Enantiospecific Oxidation and Chemical Non-Enantiospecific Reduction,1992.0,Synthesis of L-Proline from the Racemate by Coupling of Enzymatic Enantiospecific Oxidation and Chemical Non-Enantiospecific Reduction J W Huh K Yokoigawa N Esaki K Soda J. Ferment. Bioeng 74 1992,17_Schrittwieser_2018_ChemRev,[],J. Ferment. Bioeng
10.1016/0957-4166(95)00179-s,8,"Reactors, Flow & In-Line Operations",section_only,1.0,10.1016/0957-4166(95)00179-s,Dynamic kinetic resolution,1995.0,Dynamic kinetic resolution Robert S Ward 10.1016/0957-4166(95)00179-s Tetrahedron: Asymmetry Tetrahedron: Asymmetry 0957-4166 6 7 1995. 1475 ± 1490 Elsevier BV,12_Carrea_2000_ACIE;17_Schrittwieser_2018_ChemRev,['Robert S. Ward'],Tetrahedron: Asymmetry
alkanol removal from the apolar phase of a two-liquid fermentation system. 1. comparison of a less volatile and more volatile in situ extraction solvent for separation of 1-octanol by distillation r g mathys o m kut b witholt j. chem. tech. biotech 71 1998,8,"Reactors, Flow & In-Line Operations",section_only,1.0,,Alkanol removal from the apolar phase of a two-liquid fermentation system. 1. Comparison of a less volatile and more volatile in situ extraction solvent for separation of 1-octanol by distillation,1998.0,Alkanol removal from the apolar phase of a two-liquid fermentation system. 1. Comparison of a less volatile and more volatile in situ extraction solvent for separation of 1-octanol by distillation R G Mathys O M Kut B Witholt J. Chem. Tech. Biotech 71 1998,08_Schmid_2001_Nature,[],J. Chem. Tech. Biotech
alkanol removal from the apolar phase of a twoliquid fermentation system. 2. effect of fermentation medium on distillation r g mathys a schmid o m kut b witholt j. chem. technol. biotechnol 71 1998,8,"Reactors, Flow & In-Line Operations",section_only,1.0,,Alkanol removal from the apolar phase of a twoliquid fermentation system. 2. Effect of fermentation medium on distillation,1998.0,Alkanol removal from the apolar phase of a twoliquid fermentation system. 2. Effect of fermentation medium on distillation R G Mathys A Schmid O M Kut B Witholt J. Chem. Technol. Biotechnol 71 1998,08_Schmid_2001_Nature,[],J. Chem. Technol. Biotechnol
10.1002/bit.1122.abs,8,"Reactors, Flow & In-Line Operations",union_strong,1.0,10.1002/bit.1122.abs,Continuous production of (R)‐phenylacetylcarbinol in an enzyme‐membrane reactor using a potent mutant of pyruvate decarboxylase from Zymomonas mobilis,2001.0,Continuous production of (R)‐phenylacetylcarbinol in an enzyme‐membrane reactor using a potent mutant of pyruvate decarboxylase from Zymomonas mobilis Günter Goetz Peter Iwan Bernhard Hauer Michael Breuer Martina Pohl 10.1002/bit.1122.abs Biotechnology and Bioengineering Biotechnol. Bioeng. 0006-3592 1097-0290 74 4 2001 Wiley,11_Hanefeld_2022_ChemSocRev,"['Günter Goetz', 'Martina Pohl']",Biotechnology and Bioengineering
enzyme-triggered enantioconvergent transformation of haloalkyl epoxides s f mayer a steinreiber r v a orru k faber eur. j. org. chem 2001. 2001,8,"Reactors, Flow & In-Line Operations",section_only,1.0,,Enzyme-Triggered Enantioconvergent Transformation of Haloalkyl Epoxides,2001.0,Enzyme-Triggered Enantioconvergent Transformation of Haloalkyl Epoxides S F Mayer A Steinreiber R V A Orru K Faber Eur. J. Org. Chem 2001. 2001,17_Schrittwieser_2018_ChemRev,[],Eur. J. Org. Chem
"synthesis of (2r,5r)-and (2r,5s)-pityol through enzyme-triggered ring closure a steinreiber k edegger s f mayer k faber diastereo-convergent enantio-and tetrahedron: asymmetry 12 2001",8,"Reactors, Flow & In-Line Operations",section_only,1.0,,"Synthesis of (2R,5R)-and (2R,5S)-Pityol through Enzyme-Triggered Ring Closure",2001.0,"Synthesis of (2R,5R)-and (2R,5S)-Pityol through Enzyme-Triggered Ring Closure A Steinreiber K Edegger S F Mayer K Faber Diastereo-Convergent Enantio-And Tetrahedron: Asymmetry 12 2001",17_Schrittwieser_2018_ChemRev,[],Tetrahedron: Asymmetry
advances in biocatalytic synthesis s m glueck s f mayer w kroutil k faber enzyme-triggered asymmetric cascade reactions. pure appl. chem 74 2002,8,"Reactors, Flow & In-Line Operations",section_only,0.512,,Advances in Biocatalytic Synthesis,2002.0,Advances in Biocatalytic Synthesis S M Glueck S F Mayer W Kroutil K Faber Enzyme-Triggered Asymmetric Cascade Reactions. Pure Appl. Chem 74 2002,17_Schrittwieser_2018_ChemRev,[],Enzyme-Triggered Asymmetric Cascade Reactions. Pure Appl. Chem
10.1016/s0957-4166(02)00124-6,8,"Reactors, Flow & In-Line Operations",union_strong,1.0,10.1016/s0957-4166(02)00124-6,Chemoenzymatic asymmetric total syntheses of a constituent of Jamaican rum and of (+)-Pestalotin using an enantioconvergent enzyme-triggered cascade reaction,2002.0,Chemoenzymatic asymmetric total syntheses of a constituent of Jamaican rum and of (+)-Pestalotin using an enantioconvergent enzyme-triggered cascade reaction Sandra F Mayer Andreas Steinreiber Marian Goriup Robert Saf Kurt Faber 10.1016/s0957-4166(02)00124-6 Tetrahedron: Asymmetry Tetrahedron: Asymmetry 0957-4166 13 5 2002 Elsevier BV,17_Schrittwieser_2018_ChemRev,"['Sandra F. Mayer', 'Kurt Faber']",Tetrahedron: Asymmetry
"e wu ¨lfert k a pringle e l sundstrom pat. appl 2002000224a1, 2002",8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Pat. Appl,2002.0,"E Wu ¨lfert K A Pringle E L Sundstrom Pat. Appl 2002000224A1, 2002",10_Yi_2021_ChemSocRev,[],Pat. Appl
10.1002/chem.200400061,8,"Reactors, Flow & In-Line Operations",union_strong,1.0,10.1002/chem.200400061,Biocatalytic Asymmetric Rearrangement of a Methylene‐Interrupted Bis‐epoxide: Simultaneous Control of Four Asymmetric Centers Through a Biomimetic Reaction Cascade,2004.0,Biocatalytic Asymmetric Rearrangement of a Methylene‐Interrupted Bis‐epoxide: Simultaneous Control of Four Asymmetric Centers Through a Biomimetic Reaction Cascade Silvia M Glueck Walter M F Fabian Kurt Faber Sandra F Mayer 10.1002/chem.200400061 Chemistry – A European Journal Chemistry A European J 0947-6539 1521-3765 10 14 2004 Wiley,17_Schrittwieser_2018_ChemRev,"['Silvia M. Glueck', 'Sandra F. Mayer']",Chemistry – A European Journal
10.1002/ceat.200407128,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1002/ceat.200407128,Microreactor Technology: A Revolution for the Fine Chemical and Pharmaceutical Industries?,2005.0,Microreactor Technology: A Revolution for the Fine Chemical and Pharmaceutical Industries? D M Roberge L Ducry N Bieler P Cretton B Zimmermann 10.1002/ceat.200407128 Chemical Engineering & Technology Chem Eng &amp; Technol 0930-7516 1521-4125 28 3 2005 Wiley,16_Britton_2018_ChemSocRev,"['D. M. Roberge', 'B. Zimmermann']",Chemical Engineering & Technology
"continuous kinetic resolution catalysed by cross-linked enzyme aggregates, 'cleas', in supercritical co 2 h r hobbs b kondor p stephenson r a sheldon n r thomas m poliakoff green chem 8 2006",8,"Reactors, Flow & In-Line Operations",paper_only,0.556,,"Continuous kinetic resolution catalysed by cross-linked enzyme aggregates, 'CLEAs', in supercritical CO 2",2006.0,"Continuous kinetic resolution catalysed by cross-linked enzyme aggregates, 'CLEAs', in supercritical CO 2 H R Hobbs B Kondor P Stephenson R A Sheldon N R Thomas M Poliakoff Green Chem 8 2006",02_Sheldon_2018_ChemRev,[],Green Chem
laccase-catalyzed dimerization of hydroxystilbenes c ponzoni e beneventi m r cramarossa s raimondi g trevisi u m pagnoni s riva l forti adv. synth. catal 349 2007,8,"Reactors, Flow & In-Line Operations",section_only,1.0,,Laccase-Catalyzed Dimerization of Hydroxystilbenes,2007.0,Laccase-Catalyzed Dimerization of Hydroxystilbenes C Ponzoni E Beneventi M R Cramarossa S Raimondi G Trevisi U M Pagnoni S Riva L Forti Adv. Synth. Catal 349 2007,17_Schrittwieser_2018_ChemRev,[],Adv. Synth. Catal
optimization of enzymatic synthesis of cefaclor with in situ product removal and continuous acyl donor feeding y zhang d wei d li s liu q song biocatal. biotransform 25 2007,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Optimization of enzymatic synthesis of cefaclor with in situ product removal and continuous acyl donor feeding,2007.0,Optimization of enzymatic synthesis of cefaclor with in situ product removal and continuous acyl donor feeding Y Zhang D Wei D Li S Liu Q Song Biocatal. Biotransform 25 2007,02_Sheldon_2018_ChemRev,[],Biocatal. Biotransform
"the development and evaluation of a continuous flow process for the lipase-mediated oxidation of alkenes c wiles m j hammond p watts beilstein j. org. chem h r luckarift b s ku j s dordick j c spain silica 98 2009, 5, 27. 2007 -immobilized enzymes for multi-step synthesis in microfluidic devices biotechnol. bioeng",8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,The Development and Evaluation of a Continuous Flow Process for the Lipase-Mediated Oxidation of Alkenes,2007.0,"The Development and Evaluation of a Continuous Flow Process for the Lipase-Mediated Oxidation of Alkenes C Wiles M J Hammond P Watts Beilstein J. Org. Chem H R Luckarift B S Ku J S Dordick J C Spain Silica 98 2009, 5, 27. 2007 -Immobilized Enzymes for Multi-Step Synthesis in Microfluidic Devices Biotechnol. Bioeng",17_Schrittwieser_2018_ChemRev,[],Beilstein J. Org. Chem
cross-linked enzyme aggregates in a membrane slurry reactor. continuous production of 6-apa by enzymatic hydrolysis of penicillin m j sorgedrager d verdoes h van der meer r a sheldon chim. oggi 26 2008,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Cross-linked enzyme aggregates in a membrane slurry reactor. Continuous production of 6-APA by enzymatic hydrolysis of penicillin,2008.0,Cross-linked enzyme aggregates in a membrane slurry reactor. Continuous production of 6-APA by enzymatic hydrolysis of penicillin M J Sorgedrager D Verdoes H Van Der Meer R A Sheldon Chim. Oggi 26 2008,02_Sheldon_2018_ChemRev,[],Chim. Oggi
microreactor technology and continuous processes in the fine chemical and pharmaceutical industry: is the revolution underway d m roberge b zimmermann f rainone m gottsponer m eyholzer n kockmann org. process res. dev 12 2008,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Microreactor technology and continuous processes in the fine chemical and pharmaceutical industry: Is the revolution underway,2008.0,Microreactor technology and continuous processes in the fine chemical and pharmaceutical industry: Is the revolution underway D M Roberge B Zimmermann F Rainone M Gottsponer M Eyholzer N Kockmann Org. Process Res. Dev 12 2008,02_Sheldon_2018_ChemRev,[],Org. Process Res. Dev
n n rao s luẗz k wurges d minor continuous biocatalytic processes 2009 13,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Continuous Biocatalytic Processes,2009.0,N N Rao S Luẗz K Wurges D Minor Continuous Biocatalytic Processes 2009 13,17_Schrittwieser_2018_ChemRev,[],Continuous Biocatalytic Processes
10.1002/ejoc.200900077,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1002/ejoc.200900077,Continuous‐Flow Microreactor Chemistry under High‐Temperature/Pressure Conditions,2009.0,Continuous‐Flow Microreactor Chemistry under High‐Temperature/Pressure Conditions Tahseen Razzaq Toma N Glasnov C Oliver Kappe 10.1002/ejoc.200900077 European Journal of Organic Chemistry Eur J Org Chem 1434-193X 1099-0690 2009 9 2009 Wiley,16_Britton_2018_ChemSocRev,"['Tahseen Razzaq', 'C. Oliver Kappe']",European Journal of Organic Chemistry
epoxide-hydrolase-initiated hydrolysis/rearrangement cascade of a methylene-interrupted bis-epoxide yields chiral thf moieties without involvement of a ″cyclase″ b t ueberbacher g oberdorfer k gruber k faber chembiochem 10 2009,8,"Reactors, Flow & In-Line Operations",section_priority,1.0,,Epoxide-Hydrolase-Initiated Hydrolysis/Rearrangement Cascade of a Methylene-Interrupted Bis-Epoxide Yields Chiral THF Moieties without Involvement of a ″Cyclase″,2009.0,Epoxide-Hydrolase-Initiated Hydrolysis/Rearrangement Cascade of a Methylene-Interrupted Bis-Epoxide Yields Chiral THF Moieties without Involvement of a ″Cyclase″ B T Ueberbacher G Oberdorfer K Gruber K Faber ChemBioChem 10 2009,17_Schrittwieser_2018_ChemRev,[],ChemBioChem
r l hartman k f jensen lab chip 9 2009,8,"Reactors, Flow & In-Line Operations",section_only,1.0,,Lab Chip,2009.0,R L Hartman K F Jensen Lab Chip 9 2009,16_Britton_2018_ChemSocRev,[],Lab Chip
"plazl, i. modelling and experimental studies on lipase-catalyzed isoamyl acetate synthesis in a microreactor p znidarsic-plazl process biochem 44 2009",8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,"Plazl, I. Modelling and experimental studies on lipase-catalyzed isoamyl acetate synthesis in a microreactor",2009.0,"Plazl, I. Modelling and experimental studies on lipase-catalyzed isoamyl acetate synthesis in a microreactor P Znidarsic-Plazl Process Biochem 44 2009",02_Sheldon_2018_ChemRev,[],Process Biochem
utilization of cross-linked laccase aggregates in a perfusion basket reactor for the continuous elimination of endocrine-disrupting chemicals h cabana j p jones s n agathos biotechnol. bioeng 102 2009,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Utilization of cross-linked laccase aggregates in a perfusion basket reactor for the continuous elimination of endocrine-disrupting chemicals,2009.0,Utilization of cross-linked laccase aggregates in a perfusion basket reactor for the continuous elimination of endocrine-disrupting chemicals H Cabana J P Jones S N Agathos Biotechnol. Bioeng 102 2009,02_Sheldon_2018_ChemRev,[],Biotechnol. Bioeng
laccase-mediated oxidation of phenolic derivatives c navarra c goodwin s burton b danieli s riva j. mol. catal. b: enzym 65 2010,8,"Reactors, Flow & In-Line Operations",section_only,1.0,,Laccase-Mediated Oxidation of Phenolic Derivatives,2010.0,Laccase-Mediated Oxidation of Phenolic Derivatives C Navarra C Goodwin S Burton B Danieli S Riva J. Mol. Catal. B: Enzym 65 2010,17_Schrittwieser_2018_ChemRev,[],J. Mol. Catal. B: Enzym
10.1128/aem.00413-10,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1128/aem.00413-10,"Novel, Versatile, and Tightly Regulated Expression System for <i>E</i> <i>scherichia coli</i> Strains",2010.0,"Novel, Versatile, and Tightly Regulated Expression System for <i>E</i> <i>scherichia coli</i> Strains Young J Choi Lyne Morel Teffanie Le François Denis Bourque Lucie Bourget Denis Groleau Bernard Massie Carlos B Míguez 10.1128/aem.00413-10 Applied and Environmental Microbiology Appl Environ Microbiol 0099-2240 1098-5336 76 15 2010 American Society for Microbiology",10_Yi_2021_ChemSocRev,"['Young J. Choi', 'Carlos B. Míguez']",Applied and Environmental Microbiology
utilizing simple biochemical measurements to predict lifetime output of biocatalysts in continuous isothermal processes t a rogers a s bommarius chem. eng. sci 65 2010,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Utilizing simple biochemical measurements to predict lifetime output of biocatalysts in continuous isothermal processes,2010.0,Utilizing simple biochemical measurements to predict lifetime output of biocatalysts in continuous isothermal processes T A Rogers A S Bommarius Chem. Eng. Sci 65 2010,09_Bommarius_2015_AnnuRevChemBiomolEng,[],Chem. Eng. Sci
coupled chemo(enzymatic) reactions in continuous flow r yuryev s strompen a liese beilstein j. org. chem 7 2011,8,"Reactors, Flow & In-Line Operations",union_strong,1.0,,Coupled Chemo(enzymatic) Reactions in Continuous Flow,2011.0,Coupled Chemo(enzymatic) Reactions in Continuous Flow R Yuryev S Strompen A Liese Beilstein J. Org. Chem 7 2011,17_Schrittwieser_2018_ChemRev,[],Beilstein J. Org. Chem
w g whittingham c l winn h glithro m a boussemghoune m b aspinall ep2396306a1 2011,8,"Reactors, Flow & In-Line Operations",section_only,1.0,,EP2396306A1,2011.0,W G Whittingham C L Winn H Glithro M A Boussemghoune M B Aspinall EP2396306A1 2011,16_Britton_2018_ChemSocRev,[],EP2396306A1
10.1021/ie2006752,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1021/ie2006752,Economic Analysis of Integrated Continuous and Batch Pharmaceutical Manufacturing: A Case Study,2011.0,Economic Analysis of Integrated Continuous and Batch Pharmaceutical Manufacturing: A Case Study Spencer D Schaber Dimitrios I Gerogiorgis Rohit Ramachandran James M B Evans Paul I Barton Bernhardt L Trout 10.1021/ie2006752 Industrial & Engineering Chemistry Research Ind. Eng. Chem. Res. 0888-5885 1520-5045 50 17 2011 American Chemical Society (ACS),16_Britton_2018_ChemSocRev,"['Spencer D. Schaber', 'Bernhardt L. Trout']",Industrial & Engineering Chemistry Research
"for a completely different approach involving continuous laboratory evolution, 21f see: esvelt a mukherjee k b weyant j walker c m schroeder k m carlson j c liu d r j. biol. eng 499 2012, 6, 20. 2011 nature",8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,"For a completely different approach involving continuous laboratory evolution, 21f see: Esvelt",2011.0,"For a completely different approach involving continuous laboratory evolution, 21f see: Esvelt A Mukherjee K B Weyant J Walker C M Schroeder K M Carlson J C Liu D R J. Biol. Eng 499 2012, 6, 20. 2011 Nature",05_Reetz_2013_JACS,[],J. Biol. Eng
10.1002/anie.201006618,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1002/anie.201006618,The Continuous‐Flow Synthesis of Carboxylic Acids using CO<sub>2</sub> in a Tube‐In‐Tube Gas Permeable Membrane Reactor,2011.0,The Continuous‐Flow Synthesis of Carboxylic Acids using CO<sub>2</sub> in a Tube‐In‐Tube Gas Permeable Membrane Reactor Anastasios Polyzos Matthew O'brien Trine P Petersen Ian R Baxendale Steven V Ley 10.1002/anie.201006618 Angewandte Chemie International Edition Angew Chem Int Ed 1433-7851 1521-3773 50 5 2011 Wiley,16_Britton_2018_ChemSocRev,"['Anastasios Polyzos', 'Steven V. Ley']",Angewandte Chemie International Edition
10.1002/chem.201102065,8,"Reactors, Flow & In-Line Operations",paper_only,0.657,10.1002/chem.201102065,The Microwave‐to‐Flow Paradigm: Translating High‐Temperature Batch Microwave Chemistry to Scalable Continuous‐Flow Processes,2011.0,The Microwave‐to‐Flow Paradigm: Translating High‐Temperature Batch Microwave Chemistry to Scalable Continuous‐Flow Processes Toma N Glasnov C Oliver Kappe 10.1002/chem.201102065 Chemistry – A European Journal Chemistry A European J 0947-6539 1521-3765 17 43 2011 Wiley,16_Britton_2018_ChemSocRev,"['Toma N. Glasnov', 'C. Oliver Kappe']",Chemistry – A European Journal
10.1016/j.molcatb.2012.02.008,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1016/j.molcatb.2012.02.008,An efficient method for the lipase-catalysed resolution and in-line purification of racemic flurbiprofen in a continuous-flow reactor,2012.0,An efficient method for the lipase-catalysed resolution and in-line purification of racemic flurbiprofen in a continuous-flow reactor Lucia Tamborini Diego Romano Andrea Pinto Arianna Bertolani Francesco Molinari Paola Conti 10.1016/j.molcatb.2012.02.008 Journal of Molecular Catalysis B: Enzymatic Journal of Molecular Catalysis B: Enzymatic 1381-1177 84 2012 Elsevier BV,02_Sheldon_2018_ChemRev,"['Lucia Tamborini', 'Paola Conti']",Journal of Molecular Catalysis B: Enzymatic
"f le p h seeberger angew. chem., int. ed 51 2012",8,"Reactors, Flow & In-Line Operations",section_only,1.0,,"Angew. Chem., Int. Ed",2012.0,"F Le P H Seeberger Angew. Chem., Int. Ed 51 2012",16_Britton_2018_ChemSocRev,[],"Angew. Chem., Int. Ed"
10.1016/j.cherd.2012.01.018,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1016/j.cherd.2012.01.018,Biocatalytic oxidase: Batch to continuous,2012.0,Biocatalytic oxidase: Batch to continuous Edward Jones Kay Mcclean Sally Housden Gilda Gasparini Ian Archer 10.1016/j.cherd.2012.01.018 Chemical Engineering Research and Design Chemical Engineering Research and Design 0263-8762 90 6 2012 Elsevier BV,16_Britton_2018_ChemSocRev,"['Edward Jones', 'Ian Archer']",Chemical Engineering Research and Design
10.1021/jm2006029,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1021/jm2006029,Continuous Flow Synthesis. A Pharma Perspective,2012.0,Continuous Flow Synthesis. A Pharma Perspective Laia Malet-Sanz Flavien Susanne 10.1021/jm2006029 Journal of Medicinal Chemistry J. Med. Chem. 0022-2623 1520-4804 55 9 2012 American Chemical Society (ACS),02_Sheldon_2018_ChemRev,"['Laia Malet-Sanz', 'Flavien Susanne']",Journal of Medicinal Chemistry
10.1021/op300159y,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,10.1021/op300159y,Continuous Processing in the Manufacture of Active Pharmaceutical Ingredients and Finished Dosage Forms: An Industry Perspective,2012.0,Continuous Processing in the Manufacture of Active Pharmaceutical Ingredients and Finished Dosage Forms: An Industry Perspective Peter Poechlauer Julie Manley Rinus Broxterman Björn Gregertsen Mats Ridemark 10.1021/op300159y Organic Process Research & Development Org. Process Res. Dev. 1083-6160 1520-586X 16 10 2012 American Chemical Society (ACS),02_Sheldon_2018_ChemRev;16_Britton_2018_ChemSocRev,"['Peter Poechlauer', 'Mats Ridemark']",Organic Process Research & Development
continuous flow reactors: a perspective c wiles p watts green chem 14 2012,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Continuous flow reactors: a perspective,2012.0,Continuous flow reactors: a perspective C Wiles P Watts Green Chem 14 2012,02_Sheldon_2018_ChemRev,[],Green Chem
"continuous reactions in supercritical carbon dioxide: problems, solutions and possible ways forward x han m poliakoff chem. soc. rev 41 2012",8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,"Continuous reactions in supercritical carbon dioxide: problems, solutions and possible ways forward",2012.0,"Continuous reactions in supercritical carbon dioxide: problems, solutions and possible ways forward X Han M Poliakoff Chem. Soc. Rev 41 2012",02_Sheldon_2018_ChemRev,[],Chem. Soc. Rev
flow chemistry -a key enabling technology for (multistep) organic synthesis j wegner s ceylan a kirschning adv. synth. catal 354 2012,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Flow Chemistry -A Key enabling Technology for (Multistep) Organic Synthesis,2012.0,Flow Chemistry -A Key enabling Technology for (Multistep) Organic Synthesis J Wegner S Ceylan A Kirschning Adv. Synth. Catal 354 2012,02_Sheldon_2018_ChemRev,[],Adv. Synth. Catal
l malet-sanz f susanne j. med. chem 55 2012,8,"Reactors, Flow & In-Line Operations",section_only,1.0,,J. Med. Chem,2012.0,L Malet-Sanz F Susanne J. Med. Chem 55 2012,16_Britton_2018_ChemSocRev,[],J. Med. Chem
scaling up biocatalysis reactions in flow reactors g gasparini i archer e jones r ashe org. process res. dev 16 2012,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Scaling Up Biocatalysis Reactions in Flow Reactors,2012.0,Scaling Up Biocatalysis Reactions in Flow Reactors G Gasparini I Archer E Jones R Ashe Org. Process Res. Dev 16 2012,02_Sheldon_2018_ChemRev,[],Org. Process Res. Dev
using continuous processes to increase production n g anderson org. process res. dev 16 2012,8,"Reactors, Flow & In-Line Operations",paper_only,1.0,,Using continuous processes to increase production,2012.0,Using continuous processes to increase production N G Anderson Org. Process Res. Dev 16 2012,02_Sheldon_2018_ChemRev,[],Org. Process Res. Dev
